sale_id,customer_id,product_id,store_id,sale_date,quantity,unit_price,amount
100041,1442,5089,1003,23-02-2023,2,995.53,1991.06
100042,1353,5003,1028,16-12-2023,2,7117.35,14234.7
100043,278,5056,1005,10-11-2022,6,2439.24,14635.44
100044,1411,5095,1037,24-08-2021,1,3872.59,3872.59
100045,1105,5052,1030,18-11-2024,1,6891.43,6891.43
100046,1039,5114,1013,01-09-2023,2,3754.9,7509.8
100047,94,5089,1019,07-06-2023,3,9734.93,29204.79
100048,2180,5104,1015,14-12-2024,3,8466.06,25398.18
100049,38,5017,1005,19-04-2023,2,4498.32,8996.64
100050,927,5122,1041,21-02-2022,10,6503.83,65038.3
100051,721,5077,1011,29-10-2023,10,8650.62,86506.2
100052,2827,5066,1012,04-01-2026,5,4047.17,20235.85
100053,1532,5120,1040,12-04-2025,4,4172.88,16691.52
100054,544,5057,1007,08-05-2023,1,3169.46,3169.46
100055,58,5059,1004,20-05-2025,2,8609.46,17218.92
100056,1106,5043,1011,11-01-2022,2,4829.54,9659.08
100057,1448,5032,1036,01-01-2022,1,6807.12,6807.12
100058,2516,5040,1031,10-07-2025,2,10133.98,20267.96
100059,1037,5029,1011,20-10-2023,1,4880.9,4880.9
100060,79,5106,1040,03-05-2025,3,4881.44,14644.32
100061,2642,5072,1041,10-10-2023,2,1748.08,3496.16
100062,43,5030,1039,05-05-2022,1,2904.78,2904.78
100063,1762,5005,1032,07-07-2022,6,8751.01,52506.06
100064,1685,5051,1041,21-08-2025,4,7511.01,30044.04
100065,2270,5060,1012,18-10-2024,4,4665.0,18660.0
100066,1273,5074,1015,31-07-2022,2,2532.53,5065.06
100067,2069,5031,1033,12-11-2022,1,8654.42,8654.42
100068,2096,5020,1032,03-09-2025,4,4567.53,18270.12
100069,2197,5084,1011,29-01-2024,1,4940.68,4940.68
100070,1508,5082,1001,17-05-2025,1,6422.78,6422.78
100071,1512,5115,1014,26-12-2023,2,9423.98,18847.96
100072,2235,5112,1040,20-02-2026,8,1157.46,9259.68
100073,1528,5078,1041,13-05-2024,4,1290.28,5161.12
100074,1659,5101,1008,06-10-2025,1,2010.31,2010.31
100075,2694,5013,1035,14-03-2022,3,7529.57,22588.71
100076,738,5103,1027,11-11-2025,1,6999.47,6999.47
100077,2322,5111,1034,06-06-2021,1,6722.54,6722.54
100078,2616,5067,1004,12-01-2022,3,5796.83,17390.49
100079,2433,5089,1015,11-03-2022,2,2122.26,4244.52
100080,1425,5106,1032,05-04-2022,6,4588.69,27532.14
100081,1577,5085,1009,21-08-2021,2,1512.26,3024.52
100082,2470,5112,1043,15-01-2026,3,5387.72,16163.16
100083,1963,5116,1011,23-09-2023,5,2752.74,13763.7
100084,1001,5026,1004,14-08-2024,4,2127.57,8510.28
100085,1799,5023,1002,13-05-2022,3,5684.02,17052.06
100086,2337,5099,1025,02-07-2021,3,6898.65,20695.95
100087,1570,5017,1035,09-10-2021,6,981.2,5887.2
100088,1477,5060,1028,10-07-2021,10,3061.0,30610.0
100089,1172,5097,1020,16-06-2023,3,2099.17,6297.51
100090,356,5019,1018,19-07-2025,4,2060.73,8242.92
100091,1014,5088,1023,05-10-2021,4,5162.07,20648.28
100092,398,5066,1010,11-06-2025,5,4826.08,24130.4
100093,1131,5001,1040,17-09-2021,3,6123.36,18370.08
100094,2376,5085,1005,27-07-2022,1,935.56,935.56
100095,1319,5014,1038,21-07-2023,6,2494.63,14967.78
100096,2322,5124,1018,19-12-2022,3,6939.64,20818.92
100097,874,5068,1014,16-03-2025,6,9801.11,58806.66
100098,905,5052,1026,25-01-2024,1,7536.77,7536.77
100099,2024,5065,1022,05-01-2022,1,2258.71,2258.71
100100,757,5069,1032,24-04-2021,2,1112.71,2225.42
100101,252,5058,1031,11-12-2021,1,3494.37,3494.37
100102,1391,5103,1024,31-07-2022,3,7187.24,21561.72
100103,2637,5059,1012,26-01-2026,3,7079.22,21237.66
100104,362,5036,1027,26-07-2024,6,1963.0,11778.0
100105,2198,5078,1017,01-09-2022,2,6025.01,12050.02
100106,2510,5115,1021,21-02-2022,10,2580.81,25808.1
100107,1348,5021,1014,12-02-2024,5,2443.24,12216.2
100108,1236,5098,1024,18-01-2024,4,1765.34,7061.36
100109,708,5065,1039,18-11-2025,2,7046.75,14093.5
100110,2645,5068,1014,06-06-2021,6,6771.25,40627.5
100111,911,5008,1028,03-01-2025,8,6948.39,55587.12
100112,1762,5120,1039,04-01-2025,6,3868.43,23210.58
100113,410,5113,1029,30-11-2023,1,4626.06,4626.06
100114,1591,5097,1011,06-06-2023,5,4941.2,24706.0
100115,653,5038,1038,04-01-2022,4,6891.31,27565.24
100116,1546,5002,1002,08-04-2023,2,3122.75,6245.5
100117,271,5056,1029,18-10-2023,4,8704.89,34819.56
100118,725,5054,1021,18-07-2023,2,2456.83,4913.66
100119,1004,5072,1041,25-12-2022,5,3915.52,19577.6
100120,2570,5085,1022,06-05-2022,10,6374.66,63746.6
100121,60,5092,1016,19-10-2025,1,5332.14,5332.14
100122,2213,5062,1004,30-11-2025,2,8727.44,17454.88
100123,277,5072,1003,06-05-2025,3,3084.59,9253.77
100124,1351,5099,1001,07-01-2025,5,7530.78,37653.9
100125,1260,5069,1001,07-03-2023,1,6220.14,6220.14
100126,2089,5121,1032,05-02-2024,1,9082.61,9082.61
100127,1247,5066,1025,18-04-2021,6,2041.5,12249.0
100128,2712,5089,1034,19-10-2023,1,3545.27,3545.27
100129,1330,5112,1029,15-01-2026,10,1113.0,11130.0
100130,747,5017,1033,17-12-2023,4,7779.98,31119.92
100131,1007,5099,1002,25-03-2026,5,8343.79,41718.95
100132,2331,5103,1041,02-03-2026,8,3489.57,27916.56
100133,196,5047,1001,14-11-2025,3,7559.15,22677.45
100134,2042,5072,1043,02-04-2024,3,1357.48,4072.44
100135,2052,5064,1037,15-09-2021,2,3254.47,6508.94
100136,2108,5026,1033,18-05-2022,1,3614.73,3614.73
100137,424,5044,1024,16-03-2024,6,5018.87,30113.22
100138,1208,5014,1012,28-06-2022,10,2451.89,24518.9
100139,247,5113,1006,14-10-2024,2,6525.73,13051.46
100140,2516,5010,1027,25-06-2024,4,5575.19,22300.76
100141,628,5056,1040,10-07-2021,1,5896.43,5896.43
100142,2018,5006,1009,23-09-2023,3,4432.73,13298.19
100143,1324,5065,1005,30-09-2023,1,6113.78,6113.78
100144,2092,5110,1002,09-05-2022,5,4062.36,20311.8
100145,2324,5044,1015,16-08-2025,4,6920.43,27681.72
100146,523,5055,1011,10-04-2023,3,8292.32,24876.96
100147,198,5076,1033,24-09-2021,1,6389.27,6389.27
100148,536,5012,1017,23-09-2025,1,3750.32,3750.32
100149,2743,5024,1008,26-06-2024,8,8530.04,68240.32
100150,1466,5098,1020,17-07-2023,2,9759.1,19518.2
100151,143,5037,1040,29-09-2024,3,4078.04,12234.12
100152,1925,5039,1034,21-06-2023,2,7361.37,14722.74
100153,64,5083,1009,18-04-2024,10,8705.88,87058.8
100154,1772,5116,1035,02-02-2024,4,5199.58,20798.32
100155,2715,5073,1019,04-09-2022,2,4018.29,8036.58
100156,2434,5001,1035,25-04-2025,10,4395.31,43953.1
100157,2498,5029,1010,12-04-2021,10,5650.78,56507.8
100158,1678,5017,1038,05-05-2025,2,7809.75,15619.5
100159,2506,5025,1006,18-12-2022,2,7342.46,14684.92
100160,2794,5117,1042,29-03-2023,3,4493.59,13480.77
100161,2121,5020,1037,08-05-2025,1,4449.0,4449.0
100162,398,5027,1029,21-02-2024,10,5743.1,57431.0
100163,2773,5035,1042,29-03-2023,1,8259.18,8259.18
100164,1572,5020,1041,09-02-2022,1,4436.62,4436.62
100165,560,5087,1017,21-08-2023,2,4025.71,8051.42
100166,1801,5014,1043,25-11-2021,3,3666.2,10998.6
100167,94,5126,1032,25-07-2021,1,5092.1,5092.1
100168,2568,5090,1028,11-05-2025,4,1711.47,6845.88
100169,82,5108,1004,23-07-2024,6,5161.27,30967.62
100170,69,5037,1024,13-07-2022,3,3201.34,9604.02
100171,320,5126,1034,30-09-2021,3,3375.76,10127.28
100172,1818,5008,1005,30-04-2024,3,3061.43,9184.29
100173,2309,5062,1013,08-05-2022,2,6328.45,12656.9
100174,904,5003,1038,06-05-2021,2,5916.99,11833.98
100175,2386,5099,1012,13-06-2025,1,5768.58,5768.58
100176,1728,5031,1033,30-05-2024,6,3499.48,20996.88
100177,397,5070,1027,29-03-2022,3,6543.24,19629.72
100178,2268,5095,1040,06-08-2022,6,6637.67,39826.02
100179,1182,5047,1040,09-01-2023,1,4648.45,4648.45
100180,1062,5107,1034,23-10-2023,8,3766.8,30134.4
100181,978,5062,1032,09-05-2024,1,5250.33,5250.33
100182,2792,5093,1029,08-04-2024,1,3496.23,3496.23
100183,254,5121,1016,19-01-2025,1,3247.58,3247.58
100184,1672,5021,1021,18-04-2023,2,987.09,1974.18
100185,1916,5074,1015,10-05-2025,2,1469.37,2938.74
100186,2792,5018,1041,14-01-2024,1,9055.31,9055.31
100187,1808,5027,1003,31-08-2023,1,1740.45,1740.45
100188,631,5053,1042,15-03-2022,5,5543.09,27715.45
100189,343,5026,1033,21-12-2025,4,7896.15,31584.6
100190,1774,5120,1038,24-03-2026,4,5759.41,23037.64
100191,930,5111,1042,16-08-2024,3,6791.91,20375.73
100192,2725,5096,1041,27-04-2022,1,3718.1,3718.1
100193,53,5110,1029,15-09-2024,3,3055.77,9167.31
100194,1894,5023,1011,17-01-2024,8,9317.85,74542.8
100195,2535,5025,1024,21-12-2021,3,7327.44,21982.32
100196,2144,5081,1023,01-11-2023,8,6100.07,48800.56
100197,1349,5017,1023,11-06-2025,1,9679.64,9679.64
100198,1806,5051,1043,02-08-2023,1,7848.19,7848.19
100199,1843,5104,1038,19-11-2022,1,4371.25,4371.25
100200,2298,5122,1025,29-08-2025,8,4968.42,39747.36
100201,742,5012,1038,06-04-2021,2,3566.06,7132.12
100202,2490,5115,1034,22-11-2025,2,5182.29,10364.58
100203,1655,5118,1003,30-12-2021,3,939.87,2819.61
100204,769,5126,1042,26-10-2025,2,8758.25,17516.5
100205,555,5026,1004,02-05-2025,3,3057.36,9172.08
100206,370,5068,1007,16-08-2021,3,3823.05,11469.15
100207,49,5125,1029,21-09-2022,10,5469.44,54694.4
100208,513,5014,1024,11-11-2024,6,2010.59,12063.54
100209,2256,5119,1038,07-01-2026,8,4435.15,35481.2
100210,723,5047,1033,28-09-2024,2,6922.96,13845.92
100211,1101,5091,1041,23-06-2025,6,3833.3,22999.8
100212,1276,5112,1033,14-05-2025,5,9305.43,46527.15
100213,1406,5044,1001,17-03-2026,3,7063.68,21191.04
100214,220,5067,1027,17-09-2024,1,7290.17,7290.17
100215,259,5002,1032,10-12-2023,6,8202.16,49212.96
100216,2817,5117,1033,24-10-2025,1,6326.05,6326.05
100217,1948,5026,1019,31-05-2024,2,10366.37,20732.74
100218,930,5019,1025,12-08-2023,6,9622.47,57734.82
100219,2276,5057,1012,23-11-2023,1,8581.44,8581.44
100220,424,5099,1002,07-12-2024,1,9464.66,9464.66
100221,1803,5067,1015,23-09-2022,6,4783.51,28701.06
100222,2158,5109,1038,12-02-2025,1,7286.26,7286.26
100223,697,5101,1021,17-05-2025,5,8321.27,41606.35
100224,642,5049,1036,02-04-2023,5,8629.4,43147.0
100225,2066,5008,1030,17-12-2023,2,3748.75,7497.5
100226,970,5104,1003,25-09-2021,2,4586.77,9173.54
100227,491,5037,1022,15-11-2023,1,6696.27,6696.27
100228,261,5092,1017,02-04-2022,5,8969.78,44848.9
100229,291,5020,1021,03-09-2024,1,10457.89,10457.89
100230,2753,5080,1025,05-04-2024,4,2354.02,9416.08
100231,892,5098,1037,27-03-2025,4,9987.15,39948.6
100232,234,5013,1041,20-11-2022,3,8983.71,26951.13
100233,2098,5071,1008,23-02-2022,6,2580.96,15485.76
100234,281,5069,1008,21-01-2026,1,2636.66,2636.66
100235,151,5013,1037,20-06-2022,1,4738.25,4738.25
100236,1682,5036,1027,15-08-2025,1,2676.16,2676.16
100237,506,5084,1036,20-03-2023,8,2439.28,19514.24
100238,1910,5005,1012,03-08-2025,1,4877.36,4877.36
100239,2350,5080,1029,18-06-2025,1,10156.76,10156.76
100240,91,5098,1004,30-10-2024,1,6680.9,6680.9
100241,106,5045,1036,28-11-2023,1,2073.41,2073.41
100242,169,5126,1040,07-09-2025,1,9841.62,9841.62
100243,347,5035,1035,21-03-2025,6,2613.32,15679.92
100244,96,5090,1022,10-12-2024,1,5300.32,5300.32
100245,1215,5082,1006,29-03-2025,6,9163.64,54981.84
100246,1774,5067,1031,12-01-2025,1,3841.28,3841.28
100247,2192,5109,1021,08-05-2022,3,1569.03,4707.09
100248,393,5116,1004,27-05-2023,3,4266.69,12800.07
100249,1656,5015,1005,07-04-2021,8,4550.63,36405.04
100250,635,5029,1007,11-04-2025,3,3724.61,11173.83
100251,166,5044,1040,29-12-2025,6,2785.95,16715.7
100252,1334,5013,1030,27-10-2022,6,6464.38,38786.28
100253,1730,5043,1009,24-01-2023,2,7114.86,14229.72
100254,917,5018,1015,17-04-2023,2,9576.76,19153.52
100255,2473,5068,1043,05-05-2023,1,3302.33,3302.33
100256,1112,5052,1027,22-05-2022,2,6998.72,13997.44
100257,1391,5001,1038,24-06-2023,3,4664.19,13992.57
100258,2598,5111,1005,17-02-2026,1,3898.09,3898.09
100259,110,5042,1035,04-11-2024,2,4914.97,9829.94
100260,1696,5042,1038,12-06-2021,4,8032.82,32131.28
100261,78,5090,1034,10-04-2023,2,4826.69,9653.38
100262,2284,5070,1038,06-05-2023,8,8757.95,70063.6
100263,2763,5051,1025,16-12-2025,1,9989.83,9989.83
100264,2613,5047,1008,12-01-2023,2,6730.4,13460.8
100265,1130,5053,1010,27-11-2025,2,8959.46,17918.92
100266,1089,5020,1035,19-06-2024,2,3376.5,6753.0
100267,1646,5036,1035,12-01-2026,6,5694.02,34164.12
100268,690,5010,1009,20-07-2021,5,6347.59,31737.95
100269,2179,5067,1023,25-07-2022,4,3900.73,15602.92
100270,1051,5109,1008,19-02-2022,4,4128.12,16512.48
100271,1279,5049,1005,28-08-2025,2,1047.28,2094.56
100272,2033,5063,1025,26-06-2024,5,8538.11,42690.55
100273,1006,5108,1003,16-12-2022,4,5220.5,20882.0
100274,1502,5062,1019,04-01-2024,2,2934.08,5868.16
100275,1758,5106,1041,02-08-2024,2,8927.97,17855.94
100276,2576,5125,1029,03-03-2025,1,6743.12,6743.12
100277,2002,5065,1007,21-02-2022,3,1607.31,4821.93
100278,2070,5110,1012,01-10-2024,4,7159.65,28638.6
100279,546,5123,1026,11-07-2023,1,1837.87,1837.87
100280,1948,5041,1032,03-10-2022,1,2628.25,2628.25
100281,55,5021,1004,23-04-2021,4,6279.58,25118.32
100282,1822,5030,1039,15-12-2024,8,9896.9,79175.2
100283,2493,5045,1020,05-03-2023,3,4414.55,13243.65
100284,99,5024,1010,09-02-2025,2,7163.23,14326.46
100285,1076,5073,1014,09-05-2023,3,8935.04,26805.12
100286,2517,5041,1031,04-12-2024,1,5263.26,5263.26
100287,340,5096,1001,20-04-2021,1,2816.87,2816.87
100288,2578,5056,1012,30-01-2025,4,10075.45,40301.8
100289,2218,5103,1035,28-06-2022,4,4479.8,17919.2
100290,297,5051,1023,17-10-2023,1,3363.18,3363.18
100291,2197,5032,1029,26-07-2025,8,1867.74,14941.92
100292,1216,5024,1007,25-10-2022,1,4619.52,4619.52
100293,1771,5025,1043,06-11-2023,3,2841.73,8525.19
100294,2464,5063,1023,26-04-2025,2,3688.43,7376.86
100295,2335,5083,1017,29-10-2022,5,1885.69,9428.45
100296,315,5022,1042,12-05-2023,10,3435.92,34359.2
100297,941,5062,1008,19-12-2025,3,1158.71,3476.13
100298,495,5099,1007,26-11-2021,8,2626.92,21015.36
100299,412,5054,1023,11-05-2024,5,3210.17,16050.85
100300,2309,5107,1017,19-12-2023,3,8558.25,25674.75
100301,973,5030,1033,31-05-2023,5,4328.07,21640.35
100302,1811,5119,1027,01-04-2021,1,2360.27,2360.27
100303,1129,5087,1030,06-12-2022,6,4030.93,24185.58
100304,1826,5049,1017,21-02-2025,2,4555.48,9110.96
100305,628,5014,1011,15-10-2021,4,1459.9,5839.6
100306,1864,5006,1009,11-12-2022,1,8560.3,8560.3
100307,1951,5010,1037,02-12-2023,1,8882.94,8882.94
100308,2373,5074,1030,24-04-2023,3,4421.16,13263.48
100309,1701,5072,1010,05-08-2021,10,3822.38,38223.8
100310,2647,5074,1022,01-01-2025,2,7702.87,15405.74
100311,1944,5024,1021,21-05-2023,1,9420.08,9420.08
100312,216,5039,1014,20-04-2021,3,6772.47,20317.41
100313,925,5005,1009,17-04-2024,5,9007.68,45038.4
100314,3,5111,1016,12-10-2021,2,6019.49,12038.98
100315,2270,5031,1011,26-04-2023,1,3709.3,3709.3
100316,1967,5115,1028,24-04-2023,4,6599.82,26399.28
100317,1340,5122,1041,13-02-2022,5,5621.11,28105.55
100318,1595,5028,1042,14-09-2023,4,6525.64,26102.56
100319,2449,5045,1038,21-06-2025,2,9935.13,19870.26
100320,722,5048,1005,21-06-2025,2,7988.85,15977.7
100321,1818,5054,1037,11-02-2024,6,6470.66,38823.96
100322,195,5106,1020,31-05-2024,1,1694.73,1694.73
100323,569,5095,1035,17-03-2024,1,7276.1,7276.1
100324,160,5053,1020,01-07-2023,1,5945.53,5945.53
100325,1977,5072,1035,22-03-2022,3,5782.7,17348.1
100326,2784,5090,1036,02-11-2024,8,5298.48,42387.84
100327,874,5116,1002,05-06-2022,2,8698.89,17397.78
100328,319,5047,1031,08-10-2023,1,8809.39,8809.39
100329,957,5086,1030,10-06-2022,3,6020.21,18060.63
100330,1612,5103,1029,24-05-2024,1,3135.95,3135.95
100331,852,5064,1013,16-04-2025,2,5638.09,11276.18
100332,1023,5004,1038,26-11-2021,4,6544.29,26177.16
100333,1335,5081,1002,21-03-2026,10,3856.11,38561.1
100334,1326,5042,1003,04-04-2025,2,2155.59,4311.18
100335,774,5047,1028,21-01-2024,1,8362.78,8362.78
100336,1430,5105,1035,11-08-2025,2,9095.18,18190.36
100337,4,5120,1009,30-11-2025,6,5259.02,31554.12
100338,496,5118,1006,21-09-2023,3,4404.09,13212.27
100339,2105,5081,1039,12-01-2023,1,8924.58,8924.58
100340,1034,5106,1037,07-06-2022,2,4672.03,9344.06
100341,2354,5055,1021,23-01-2024,2,2113.87,4227.74
100342,654,5029,1022,06-08-2022,2,1474.48,2948.96
100343,1112,5035,1021,08-01-2024,1,4548.14,4548.14
100344,2519,5054,1003,06-07-2024,3,6603.04,19809.12
100345,806,5032,1019,31-08-2023,1,2926.54,2926.54
100346,255,5098,1024,08-12-2022,4,6551.88,26207.52
100347,1496,5019,1023,10-12-2023,10,4336.73,43367.3
100348,802,5111,1038,07-05-2024,8,5681.81,45454.48
100349,238,5101,1001,30-11-2024,10,2287.68,22876.8
100350,1365,5093,1022,03-03-2024,1,9588.74,9588.74
100351,945,5002,1006,13-10-2024,1,5911.68,5911.68
100352,1052,5048,1013,15-10-2025,4,5100.91,20403.64
100353,1448,5017,1018,31-08-2024,4,3826.6,15306.4
100354,62,5055,1028,09-01-2026,4,9087.94,36351.76
100355,88,5010,1029,15-03-2026,4,3716.71,14866.84
100356,1667,5056,1001,02-06-2023,1,3782.77,3782.77
100357,1490,5056,1006,18-10-2024,6,4215.9,25295.4
100358,2603,5037,1001,18-12-2024,2,7834.58,15669.16
100359,687,5098,1001,18-06-2025,10,6838.4,68384.0
100360,2827,5073,1028,27-01-2024,5,9741.47,48707.35
100361,2179,5017,1021,03-07-2025,1,2047.87,2047.87
100362,1501,5019,1035,23-07-2021,1,2785.34,2785.34
100363,1692,5098,1013,30-08-2023,1,6484.04,6484.04
100364,1781,5069,1014,08-02-2025,2,2198.16,4396.32
100365,1409,5029,1030,11-03-2024,2,2707.58,5415.16
100366,156,5076,1021,30-11-2024,3,7510.16,22530.48
100367,1244,5037,1028,09-10-2021,1,2762.5,2762.5
100368,682,5010,1023,09-07-2022,2,1710.88,3421.76
100369,299,5085,1040,21-01-2022,3,5894.49,17683.47
100370,1274,5079,1036,12-07-2021,4,6759.63,27038.52
100371,557,5089,1036,09-08-2023,8,5251.09,42008.72
100372,213,5023,1033,12-07-2023,5,9144.4,45722.0
100373,1394,5028,1008,14-02-2024,2,2265.34,4530.68
100374,2421,5040,1016,20-08-2023,6,1624.44,9746.64
100375,9,5021,1019,21-03-2022,1,1625.46,1625.46
100376,1850,5088,1001,28-12-2023,4,7060.49,28241.96
100377,1635,5095,1024,03-09-2023,2,8609.69,17219.38
100378,771,5113,1025,25-09-2023,2,5595.24,11190.48
100379,943,5060,1019,30-09-2021,4,6037.98,24151.92
100380,848,5018,1025,26-03-2023,4,6358.11,25432.44
100381,1407,5050,1003,09-12-2022,3,1908.47,5725.41
100382,2128,5089,1040,09-02-2022,10,3804.71,38047.1
100383,183,5115,1006,04-03-2023,1,3049.1,3049.1
100384,1911,5065,1001,28-03-2022,1,2161.79,2161.79
100385,1684,5021,1031,14-05-2023,4,1035.58,4142.32
100386,2443,5113,1022,05-06-2021,2,1423.74,2847.48
100387,1508,5095,1011,05-05-2024,4,2403.13,9612.52
100388,428,5126,1009,18-05-2023,5,7482.2,37411.0
100389,2013,5122,1030,01-12-2024,2,6232.83,12465.66
100390,705,5111,1022,24-07-2025,1,5188.16,5188.16
100391,716,5053,1006,18-08-2022,2,7511.79,15023.58
100392,119,5036,1022,09-09-2025,6,3088.12,18528.72
100393,323,5118,1008,13-06-2024,4,9620.98,38483.92
100394,2754,5107,1019,02-02-2023,4,8412.05,33648.2
100395,1883,5047,1033,06-06-2025,6,5236.35,31418.1
100396,1895,5105,1025,07-05-2022,5,1810.14,9050.7
100397,2127,5116,1023,26-07-2021,1,6832.87,6832.87
100398,780,5047,1036,17-06-2024,10,8066.61,80666.1
100399,421,5042,1008,02-07-2024,6,9298.79,55792.74
100400,1528,5042,1024,04-02-2023,1,2778.21,2778.21
100401,2646,5063,1010,12-04-2024,1,8926.87,8926.87
100402,2269,5065,1019,03-03-2022,5,2900.13,14500.65
100403,855,5094,1011,22-05-2024,6,7866.57,47199.42
100404,2768,5103,1004,14-10-2024,5,6144.87,30724.35
100405,2789,5098,1024,13-06-2025,4,6131.65,24526.6
100406,2263,5092,1043,17-02-2025,1,1943.96,1943.96
100407,2402,5025,1001,14-07-2021,10,6131.17,61311.7
100408,1421,5108,1028,22-01-2024,2,8004.31,16008.62
100409,302,5095,1015,26-05-2022,1,2251.1,2251.1
100410,28,5098,1019,07-04-2025,2,9777.49,19554.98
100411,1563,5040,1003,18-02-2022,2,2896.89,5793.78
100412,356,5107,1032,24-01-2024,5,2991.41,14957.05
100413,834,5043,1004,22-04-2021,1,1164.51,1164.51
100414,1861,5018,1024,10-06-2025,1,8557.96,8557.96
100415,2129,5034,1043,19-02-2022,5,3577.04,17885.2
100416,92,5001,1021,17-09-2025,6,5744.96,34469.76
100417,2165,5113,1024,23-07-2021,3,6578.42,19735.26
100418,1469,5057,1030,27-03-2023,1,6056.91,6056.91
100419,1283,5076,1036,24-12-2022,3,3149.51,9448.53
100420,1156,5075,1031,03-04-2025,3,6864.36,20593.08
100421,1592,5111,1013,16-05-2021,4,3791.58,15166.32
100422,309,5105,1003,31-05-2023,10,1938.72,19387.2
100423,2746,5112,1007,10-06-2023,5,1847.14,9235.7
100424,320,5056,1022,05-05-2025,3,3514.11,10542.33
100425,2339,5115,1031,01-11-2023,5,8258.62,41293.1
100426,1691,5123,1042,06-02-2023,2,8284.37,16568.74
100427,2339,5092,1033,06-09-2024,4,8041.66,32166.64
100428,905,5027,1042,18-09-2021,1,1331.13,1331.13
100429,177,5040,1038,01-03-2024,10,7396.71,73967.1
100430,2537,5061,1030,30-05-2025,4,1147.71,4590.84
100431,336,5039,1007,30-05-2021,4,1187.41,4749.64
100432,2038,5046,1005,23-08-2022,8,3262.76,26102.08
100433,1364,5080,1034,16-05-2021,1,7192.73,7192.73
100434,2323,5092,1020,18-07-2025,1,5307.67,5307.67
100435,2224,5073,1021,29-01-2024,1,2731.53,2731.53
100436,1021,5068,1014,04-03-2025,10,4035.82,40358.2
100437,2787,5054,1020,15-12-2022,10,4523.22,45232.2
100438,1742,5061,1042,22-06-2023,5,5464.96,27324.8
100439,1260,5112,1043,18-09-2024,3,5469.33,16407.99
100440,2647,5019,1012,27-05-2024,10,7803.52,78035.2
100441,196,5125,1007,30-08-2024,10,7851.23,78512.3
100442,251,5018,1021,27-07-2023,1,8495.4,8495.4
100443,489,5094,1014,22-09-2022,4,8147.04,32588.16
100444,2478,5025,1041,26-10-2023,2,3824.65,7649.3
100445,2551,5018,1008,30-10-2024,3,6677.75,20033.25
100446,262,5084,1009,24-09-2024,3,4654.84,13964.52
100447,149,5071,1041,25-05-2025,5,8916.39,44581.95
100448,1008,5073,1039,28-12-2021,3,3843.06,11529.18
100449,527,5067,1009,22-03-2022,3,5141.8,15425.4
100450,1386,5068,1030,01-04-2023,4,4525.47,18101.88
100451,331,5112,1017,28-05-2024,1,6457.38,6457.38
100452,792,5007,1008,22-06-2021,5,6099.91,30499.55
100453,1802,5047,1020,23-08-2024,1,9050.37,9050.37
